whole_text,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_t1_z,volume_t1_z,close_t2_z,volume_t2_z,close_t3_z,volume_t3_z,close_t4_z,volume_t4_z,close_t5_z,volume_t5_z
"A better strategy is to start where you can get a fast win so your credibility and public support is high enough to take on the military. You also want to move fast and “break things” before the bureaucracy can mount a solid defense. If you need to correct later, that’s just common sense. And you want the smartest people to do the work (IQs 140-180), not the government “experts” clocking in at 100-120. Musk rarely, if ever, gets process wrong. It’s his secret sauce. And he’s a fast-fixer if the system wobbles. The rest of us can watch and learn. He’s printing a new DNA for government and business efficiency. The process Musk is showing us will have more long term economic value than the budget savings. I have never felt more American. Accurate. However, progress is roughly at the ~$4B/day savings needed to achieve a $1T deficit reduction in government financial year 2026, which starts in October. We just need to keep gaining momentum.",0,0,1,0,0.2005,0.1269,0.6726,-1.076,1.011,0.002,0.395,0.235,-0.918,-0.566,-0.258,-0.506,-1.025,-0.112,0.553,-1.276,0.937
"Searches for ""criminal defense attorney"" surging in DC… can't make this stuff up, folks. Interesting",0,0,1,0,0.2876,0.129,0.5834,-2.404,-2.314,0.003,0.669,-2.101,-0.669,-3.059,-0.191,-2.324,-0.52,-2.275,-0.934,-2.689,-0.959
"🇺🇸 🇰🇵ARIZONA WOMAN HELPED NORTH KOREA SCAM 300 U.S. COMPANIES Christina Chapman of Arizona pleaded guilty to running a laptop farm that helped North Korean IT workers pose as Americans, landing remote jobs at over 300 U.S. companies. The scheme funneled millions to Pyongyang while unsuspecting firms thought they were hiring local talent. Chapman, operating from her home, now faces at least eight years in prison. The Justice Department warns this should be a wake-up call for businesses hiring remote workers. Source: CBS There are massive federal entitlements fraud rings that scam US taxpayer money and send it overseas",0,0,1,0,0.0519,0.2664,0.6817,-1.533,-0.913,0.001,0.378,1.042,0.734,0.389,-0.896,0.559,-1.413,1.585,-0.154,0.077,-0.719
"SOFTBANK POSTS $2.4B LOSS AS AI BETS RAISE QUESTIONS SoftBank just reported a $2.4 billion loss for Q3, driven by declining valuations at its Vision Fund investment arm. This comes as SoftBank is reportedly in talks to invest up to $40 billion in OpenAI, with $15 billion already committed to the Trump-backed Stargate AI project with Oracle. The loss raises concerns over SoftBank’s aggressive AI investments, especially as Vision Fund 2 has lost $22.2 billion since 2019. Source: Reuters Doesn’t sound like they’re winning",0,0,1,0,0.0198,0.5638,0.4164,-1.631,-1.775,0.001,0.38,4.459,0.146,9.448,1.06,12.182,2.324,11.846,1.332,6.906,0.273
"Exclusive: joins me for her first-ever interview to discuss DOGE vs USAID, shady NGOs, media manipulation, and more. Interesting",0,0,1,0,0.4914,0.0176,0.491,0.188,-1.421,0.001,0.233,1.631,0.374,0.63,1.618,0.64,1.697,-0.058,-1.873,-0.257,-1.844
LAWFARE: The Obama-appointed judge that threatened the Trump administration with arrest if funding was not restored to USAID previously likened Trump's first term to the Civil War and Jim Crow and compared Trump to a tyrant in 2021 video footage uncovered by . Judge McConnell is an activist who has no business sitting in judgement of the president or his administration. Impeach this activist posing as a judge! Such a person does great discredit to the American justice system.,0,0,1,0,0.0067,0.8569,0.1364,0.072,1.892,0.002,0.303,-0.498,-0.63,-1.15,1.878,-1.702,-0.226,-2.074,-0.996,-1.44,-0.779
"The full story is quite interesting! There are many such situations in the government, but this one has such vivid imagery.",0,1,0,0,0.9297,0.0059,0.0644,2.583,-2.174,0.001,0.228,0.103,2.368,3.04,2.279,0.893,3.33,0.742,-0.071,0.036,-0.985
"🚨 EXC - I've unearthed footage from 2021 where the judge blocking the Trump spending freeze accuses Trump of being a ""tyrant,"" claims racism is a ""white people problem,"" and insists transgenders need special sentencing privileges. This is an activist not a judge. Watch ⬇️🧵 Impeach this pseudo-jurist!!",0,0,1,0,0.0093,0.7958,0.1949,0.959,-1.373,0.001,0.253,0.472,-1.73,0.979,-1.241,1.913,-0.474,1.25,-1.82,0.906,-2.012
Anderson Cooper is now claiming that there isn't government fraud to be exposed. Anderson also told us that Biden's mental decline was right wing disinformation. He also selectively edited Trump's interview so he could spread the Fine People Hoax. Anderson The Fraud. Anderson Coper,0,0,1,0,0.008,0.8397,0.1523,-1.749,-2.42,0.0,0.335,4.319,1.231,3.755,1.748,5.542,1.046,4.789,1.119,2.813,0.168
This is how it should be. America protects its citizens. No American left behind.,0,0,0,0,0.5935,0.0294,0.3771,0.232,-1.597,0.0,0.311,2.988,0.293,4.263,0.238,5.807,2.798,5.337,0.647,1.251,0.664
"Judge John Bates is the same judge who presided over Matt Perna, one of the five Jan. 6 defendants who committed suicide. This evil judge must be fired!",0,0,1,0,0.0053,0.9341,0.0606,-1.925,-2.749,0.001,0.352,-0.024,-0.818,0.382,-1.511,0.092,-0.954,-0.062,-1.545,0.198,-0.823
"I still cannot believe that I can: - look at a world map and tap anywhere to zoom in at street level - instantly access any song, book, movie, tv show, or podcast ever made - have any conceivable question and get an immediate answer or video explanation - take a photo or video wherever I am and add it to my massive, searchable, always accessible personal archive - video call anyone in my life, at anytime, no matter where they are - watch live sports on a little wireless glass rectangle - type out these thoughts and have them read by thousands of people, all over the world, a few seconds later True, we take these marvels for granted",0,0,1,0,0.5725,0.0206,0.4069,0.288,-2.043,0.001,0.454,2.47,0.254,1.858,-0.506,1.756,-0.199,-0.336,-0.333,-0.543,-0.455
"NEW: Haywood Talcove, CEO of LexisNexis Special Services, testifies before the DOGE Subcommittee that robust ID verification could save $1 TRILLION every year in entitlements. But leading Democrats said there was no fraud in government payments 🧐 Maybe because they’re getting their cut. That’s what they’re afraid will discover.",0,0,1,0,0.0776,0.1207,0.8017,-2.551,1.415,0.003,0.417,-2.611,1.584,-2.694,2.244,-1.881,1.745,-1.346,0.729,-1.642,0.363
Holy crap. Read the headline Wall Street Journal printed next to the actual transcript of the interview with . This is one of the most intentionally dishonest things I've seen in a long time. When Did turn into the Huffington Post? WSJ is so broken,0,0,1,0,0.0051,0.9513,0.0436,-1.981,1.153,0.001,0.434,-2.521,-0.054,1.948,1.373,0.793,0.007,2.913,0.36,5.067,0.555
You and Marc Elias are undermining civilization. Did you guys suffer childhood trauma or something? This seems like a generational trauma transfer issue.,0,1,0,0,0.0042,0.9324,0.0634,-0.696,0.797,0.002,0.113,-2.865,-4.003,-3.436,-3.656,-2.147,-5.118,-1.339,-4.384,-2.349,-4.658
"When someone who is supposed to care for you does you wrong, that breaks most people, but eventually the passing on of generational trauma must end.",0,1,0,0,0.0064,0.8861,0.1076,-2.186,1.085,0.001,0.274,0.079,-1.475,0.798,-0.925,1.822,0.081,3.039,0.522,4.838,1.853
Over 50% of young Liberal Women have been diagnosed with a mental health condition. Looks like over-diagnosis & over-medication of the youth is a major problem,0,0,1,0,0.0108,0.8428,0.1464,0.861,0.52,0.001,0.363,-1.045,-0.317,-1.965,1.587,-0.065,-0.019,0.802,0.82,-0.065,-0.966
"$1.9 billion of HUD money was just recovered after being misplaced during the Biden administration due to a broken process. These funds were earmarked for the administration of financial services, but were no longer needed. and worked together to fix the issue and de-obligated the funds which are now available for other use by the Treasury. It is astounding how much taxpayer money can be saved with even a small amount of effort",0,0,1,0,0.1675,0.214,0.6186,-0.741,-0.342,0.0,0.385,-2.123,-0.243,-7.711,1.328,-10.505,2.122,-12.276,0.911,-10.378,0.932
"Many believe that women in the United States have no hope for success because of sexism. Reality: Women can do very well in the United States; Asian Women, for example, earn more than White Men. Interesting",0,0,1,0,0.6006,0.0598,0.3396,-1.933,-0.708,0.0,0.101,1.979,5.956,4.646,7.798,8.357,12.105,7.352,12.224,7.816,12.897
The Grok 3 release will improve rapidly every day this week. Please report any issues as a reply to this post.,0,0,0,0,0.5721,0.0195,0.4084,-1.848,1.568,0.001,0.382,-1.184,-1.107,-0.761,-1.013,-2.643,1.04,-3.95,4.527,-5.524,7.354
"Well, then he should be excited about holding an election if he’s so popular!",0,1,0,0,0.795,0.0203,0.1847,2.275,-1.109,0.002,0.287,1.659,-1.019,2.888,0.511,5.206,1.925,5.913,3.575,4.671,0.407
Jeffrey Sachs on Why Europe is Failing Fidias is worth listening to,0,0,1,0,0.3848,0.0429,0.5723,-1.509,-1.387,0.0,0.273,-6.19,1.684,-5.135,-0.003,-6.22,-0.225,-10.041,2.987,-6.462,1.212
"A couple reflections on the quantum computing breakthrough we just announced... Most of us grew up learning there are three main types of matter that matter: solid, liquid, and gas. Today, that changed. After a nearly 20 year pursuit, we’ve created an entirely new state of matter, unlocked by a new class of materials, topoconductors, that enable a fundamental leap in computing. It powers Majorana 1, the first quantum processing unit built on a topological core. We believe this breakthrough will allow us to create a truly meaningful quantum computer not in decades, as some have predicted, but in years. The qubits created with topoconductors are faster, more reliable, and smaller. They are 1/100th of a millimeter, meaning we now have a clear path to a million-qubit processor. Imagine a chip that can fit in the palm of your hand yet is capable of solving problems that even all the computers on Earth today combined could not! Sometimes researchers have to work on things for decades to make progress possible. It takes patience and persistence to have big impact in the world. And I am glad we get the opportunity to do just that at Microsoft. This is our focus: When productivity rises, economies grow faster, benefiting every sector and every corner of the globe. It’s not about hyping tech; it’s about building technology that truly serves the world. More and more breakthroughs with quantum computing …",0,0,1,0,0.888,0.0041,0.1079,-1.117,-1.964,0.001,0.421,-3.168,1.738,-3.217,-0.407,-4.352,-0.249,-4.623,-0.582,-4.298,-0.377
Grok 3 isn't just the Smartest AI in the World. It can create photorealistic images. 100% Grok 3 AI 10 wild examples: 1. Casual selfie at the beach Grok 3 images,0,0,1,0,0.9173,0.0056,0.077,-1.266,-1.354,0.0,0.33,2.543,-0.296,-2.078,1.45,-7.897,1.592,-4.816,0.75,-5.843,-1.255
"Europeans abandoned the defense necessary for their own sovereignty so they could finance welfare states, which they then destroyed with mass immigration So now they have infinite migrants, bankrupt social programs, and a complete lack of security Exactly",0,0,1,0,0.0099,0.8589,0.1312,-1.88,-0.836,0.002,0.441,-2.837,0.688,-3.914,0.515,-5.767,1.53,-5.494,0.317,-4.537,0.203
"🇷🇴 ROMANIA’S TOP JUDGE REJECTS U.S. PRESSURE FOR FAIR ELECTIONS Marian Enache, head of Romania’s Constitutional Court, insists that the law must be followed, dismissing alleged U.S. pressure to allow Călin Georgescu to run again in their upcoming May elections. “Various desires of certain candidates aimed at changing fundamental elements of the democratic constitutional model… should be viewed with caution and reservation.” Ironically, this is the same court that scrapped last November’s elections based on flimsy ""Russia Interference"" claims and blocked candidates over “anti-democratic” views. Meanwhile, Romania’s Foreign Ministry denies any U.S. interference. Convenient timing? Source: Euractiv This guy is a tyrant, not a judge",0,0,1,0,0.0364,0.1353,0.8283,0.435,-2.302,0.002,0.219,-1.86,-1.239,-3.667,5.09,-5.4,1.712,-2.968,1.099,-2.201,-0.441
The top Free app in the Apple App Store is: Grok My analysis shows it is 3:1 downloads vs. the number 2 app. My prediction is it will remain in number 1 for the remainder of this year. Cool,0,0,1,0,0.9457,0.0022,0.0521,2.677,-1.692,0.003,0.288,0.148,-1.911,-0.69,-1.086,0.213,-1.515,0.779,-0.813,0.296,-2.031
"Grok 3 is awesome and the rate of improvement is unmatched. Congratulations 🦾🏆 Thanks, Michael!",0,0,1,0,0.9892,0.0036,0.0072,-2.148,-0.939,0.001,0.199,0.888,4.059,4.143,3.563,6.543,2.85,7.945,3.015,8.495,-0.216
There’s a very obvious reason why Adam Schiff is panicking outside the FBI building this morning… Kash Patel: “Adam Schiff is the worst criminal in Congress in the last 250 years.” Adam Schiff is a criminal,0,0,1,0,0.0104,0.8836,0.106,0.458,0.722,0.0,0.291,2.604,0.116,0.504,0.686,1.137,-0.717,0.862,-1.188,1.412,-0.871
"Yes, he does. He is an idiot who publicly attacked me, despite having no idea what ACTUALLY happened. Btw, your brother claims to be independent, but is just a Dem donor shill.",0,1,0,0,0.0071,0.9183,0.0746,-1.508,-2.199,0.001,0.236,-2.032,-1.696,-2.215,0.046,-4.403,1.026,-5.76,-0.959,-7.981,1.444
"🚨🇺🇸COMMON SENSE PREVAILS AS DOJ DROP LAWFARE CASE AGAINST SPACEX In a major turnaround, the Department of Justice announced it would dismiss its lawsuit accusing SpaceX of discriminating against immigrants when hiring. Filed under Biden, the DOJ accused SpaceX of wrongly excluding asylum recipients and refugees from jobs. At the time, Elon explained why it was a ridiculous example of lawfare: ""SpaceX was told repeatedly that hiring anyone who was not a permanent resident of the United States would violate international arms trafficking law, which would be a criminal offense. We couldn’t even hire Canadian citizens despite Canada being part of NORAD! This is yet another case of weaponization of the DOJ for political purposes."" Now, after months of legal battles, the DOJ is dropping the case ""with prejudice,"" meaning it can’t be reopened. Source: Reuters The Biden administration launched a massive multi-year lawsuit against SpaceX for not hiring asylum seekers, despite the fact that SpaceX is legally BARRED from hiring non-permanent residents under ITAR, because rockets are an advanced weapons technology. In other words, it was",0,0,1,0,0.0366,0.3405,0.6229,-2.378,2.385,0.002,0.312,-0.13,0.343,-0.244,-0.719,0.31,-0.7,-0.113,0.402,-0.879,-0.777
